,O,D,f,r,tol
796,POINT (911923.0870011328 6293305.205962628),POINT (912520.049046856 6293720.271301596),0.003911550192164794,10000.0,0.2
797,POINT (904950.832967987 6293094.135103811),POINT (898481.0351389588 6294198.047719328),0.002316368011186492,10000.0,0.2
798,POINT (892499.2988259934 6284878.554014174),POINT (896882.8634329778 6290351.97487262),0.0011712733230468074,10000.0,0.2
799,POINT (904378.2667289947 6291761.106539551),POINT (898007.0823158165 6285079.728752265),0.0033145263401977553,10000.0,0.2
800,POINT (902963.8461085091 6302441.5470806025),POINT (912513.6722797262 6293714.117056256),0.00041817755672396174,10000.0,0.2
801,POINT (910728.5983610882 6285803.426417287),POINT (910844.439035997 6285247.304726435),0.0011477833145248965,10000.0,0.2
802,POINT (898633.6752488832 6274731.180833524),POINT (899369.1151439019 6276424.269707199),0.0014074484043469907,10000.0,0.2
803,POINT (897998.7378822623 6287699.3723266255),POINT (890979.1176118536 6283219.997950995),0.0006546764817188929,10000.0,0.2
804,POINT (912302.7748288228 6294702.718454174),POINT (902978.7848243248 6295215.895421461),0.004210218808001728,10000.0,0.2
805,POINT (909288.4642542053 6297201.9223545315),POINT (911649.4089367159 6296910.532996346),0.0008733811262910175,10000.0,0.2
806,POINT (911650.4378428156 6282685.834000105),POINT (909760.711540051 6283675.900118859),0.0011482902612749782,10000.0,0.2
807,POINT (909091.9478853189 6293667.040213531),POINT (913281.3845873552 6292550.316308762),0.004050336498271199,10000.0,0.2
808,POINT (901686.4323156269 6278953.738104675),POINT (898907.7399952246 6277120.777013291),0.0008693976668985469,10000.0,0.2
809,POINT (918235.7306257256 6298170.98938038),POINT (912776.4536431899 6293708.461970737),0.0005973773033671817,10000.0,0.2
810,POINT (906473.1811722289 6288025.60477265),POINT (905179.1853215012 6288207.864070629),0.0017567987232188977,10000.0,0.2
811,POINT (916788.9572625405 6295224.253149391),POINT (893650.8929144252 6283515.134222262),0.0012090064954867054,10000.0,0.2
812,POINT (909321.5663276006 6291277.557972245),POINT (909770.1246214823 6290376.586230505),0.00410821163847453,10000.0,0.2
813,POINT (909781.5577596885 6281841.328429839),POINT (908487.0326467676 6289006.328231069),0.0016163534332368414,10000.0,0.2
814,POINT (903647.0037245014 6285191.534920824),POINT (902933.4200293794 6291777.431217683),0.0018038917021761015,10000.0,0.2
815,POINT (912302.7748288228 6294702.718454174),POINT (911390.5206351774 6291289.360927803),0.004210218808001728,10000.0,0.2
816,POINT (906373.468484436 6291564.95213179),POINT (905298.9834941758 6293367.506586247),0.003351527893209502,10000.0,0.2
817,POINT (914988.874750702 6294059.275634233),POINT (914955.0543287841 6292599.066794901),0.0019328657913497956,10000.0,0.2
818,POINT (900491.8244092446 6290052.395255023),POINT (901237.6992778472 6285862.857781788),0.001048360486284091,10000.0,0.2
819,POINT (914330.8286881037 6288977.260142646),POINT (913899.3095776663 6288487.918238662),0.0011259299045565958,10000.0,0.2
820,POINT (895487.2299242353 6301426.074990284),POINT (910464.152437591 6295790.8678529365),0.0006589273523193584,10000.0,0.2
821,POINT (903708.7326286962 6285787.991077893),POINT (910699.2439100288 6282036.00013589),0.0018044861348515205,10000.0,0.2
822,POINT (916576.7134176835 6291600.094086045),POINT (916025.6573303131 6290495.427266585),0.0005671314860437042,10000.0,0.2
823,POINT (910935.0704586178 6278735.86415568),POINT (911753.9744798532 6278882.543141203),0.0015144258476819438,10000.0,0.2
824,POINT (904736.6361231233 6291920.494069119),POINT (905011.7182709719 6290741.636384011),0.0033254798918852017,10000.0,0.2
825,POINT (900855.6285887769 6273924.390009243),POINT (900533.5719391969 6274055.469886925),0.0010255793575076123,10000.0,0.2
826,POINT (911142.4724091983 6295565.533563133),POINT (904695.7838816424 6292748.155816322),0.0038121015674490145,10000.0,0.2
827,POINT (905975.5290740079 6270981.978959672),POINT (904420.9867755147 6282899.072704863),0.00043896580925849673,10000.0,0.2
828,POINT (908004.0398436509 6297043.30006158),POINT (892188.5779785085 6285862.671202894),0.0005156584916967703,10000.0,0.2
829,POINT (895985.7947651653 6297940.521601151),POINT (897696.4561304932 6300098.664561637),0.00045416150027163284,10000.0,0.2
830,POINT (909307.3739328517 6293482.494149184),POINT (911426.2481236684 6291769.976819339),0.004276698272782741,10000.0,0.2
831,POINT (898291.4497252036 6271331.183651781),POINT (898627.3477457946 6275109.30492346),0.0006985177566493612,10000.0,0.2
832,POINT (912050.9508522009 6293358.025079915),POINT (912410.8813955721 6294191.707103433),0.003876153558116729,10000.0,0.2
833,POINT (899483.8410682653 6272596.854141296),POINT (898637.8667778892 6272595.831503211),0.0009633531414311233,10000.0,0.2
834,POINT (901088.6328790041 6291728.589706125),POINT (900452.6069852903 6291447.811073463),0.0010168437961856173,10000.0,0.2
835,POINT (910464.152437591 6295790.8678529365),POINT (911127.6180788833 6296628.082472993),0.0030720092246541387,10000.0,0.2
836,POINT (910788.2210764021 6281748.358335268),POINT (911613.2526361892 6279910.273463605),0.0014440840208383692,10000.0,0.2
837,POINT (904014.2229033262 6295716.963013228),POINT (904737.0357377207 6292370.9995192485),0.0008861188458611517,10000.0,0.2
838,POINT (908271.0223968653 6293017.090626852),POINT (909539.4675164956 6292284.984203824),0.003958346038562423,10000.0,0.2
839,POINT (913431.4730668602 6298085.59029975),POINT (909532.7170504881 6275885.023667147),0.0016277127188574696,10000.0,0.2
840,POINT (914643.4138791083 6296340.713247257),POINT (917729.6637599103 6296359.645297462),0.0026069159891751875,10000.0,0.2
841,POINT (902767.0711470824 6294760.054111561),POINT (908636.6944869104 6278157.217558324),0.0008500449687364694,10000.0,0.2
842,POINT (911428.8698752486 6279638.477884857),POINT (911453.4414196564 6280407.246067899),0.0017192598930970916,10000.0,0.2
843,POINT (908668.6430074964 6281616.3350229),POINT (908252.4632979666 6281601.324262895),0.0016495511737876782,10000.0,0.2
844,POINT (909387.2755333881 6293787.94689526),POINT (914425.9955296698 6294608.1253713295),0.0041070237266466955,10000.0,0.2
845,POINT (896982.4568698062 6292173.721767886),POINT (897174.854451107 6294061.340532044),0.0005537239751583762,10000.0,0.2
846,POINT (916988.2687472975 6294976.898513865),POINT (902630.6465198887 6291079.030992329),0.0011150504891415502,10000.0,0.2
847,POINT (914340.9636439962 6296626.126511294),POINT (917711.228956772 6296021.500410496),0.002703471973741868,10000.0,0.2
848,POINT (912291.1459864189 6289901.101825751),POINT (911842.4715757646 6284694.270708552),0.002482386502142952,10000.0,0.2
849,POINT (910028.5633836322 6292751.920885744),POINT (908806.1322449588 6289494.612639107),0.004345884296407462,10000.0,0.2
850,POINT (903319.8500543706 6301674.501714079),POINT (897485.5693380503 6300252.300436571),0.0005214040661426369,10000.0,0.2
851,POINT (898968.4605257998 6295832.381442422),POINT (905503.4685091497 6294907.966069378),0.00044016504808600746,10000.0,0.2
852,POINT (905378.1566973511 6282673.524816299),POINT (898098.2021695839 6277203.3726121625),0.0010690853802035548,10000.0,0.2
853,POINT (893454.4210320051 6284040.186363542),POINT (893281.484023466 6284849.799557818),0.0013932611097005772,10000.0,0.2
854,POINT (911702.6718561207 6289916.079212307),POINT (906720.634939777 6291991.904551165),0.0027336181034471373,10000.0,0.2
855,POINT (901743.2824113336 6274666.51503622),POINT (897849.4401674687 6270340.49413416),0.0008557234193853944,10000.0,0.2
856,POINT (915360.7222950121 6282799.983399477),POINT (899396.734385309 6302201.821806522),0.00021677132727401587,10000.0,0.2
857,POINT (902601.5606513957 6275833.795001202),POINT (902505.1342216856 6278081.966806809),0.0006672077433434769,10000.0,0.2
858,POINT (896741.9476763685 6300320.298222885),POINT (896300.2817711914 6290753.381957434),0.0011522770422786068,10000.0,0.2
859,POINT (899664.2163255329 6293486.528883174),POINT (899611.7783856023 6293503.105027299),0.0006607855470692136,10000.0,0.2
860,POINT (907010.2343551256 6288006.562175921),POINT (907027.7709141097 6288038.66070691),0.0018719433157024553,10000.0,0.2
861,POINT (905209.7386876957 6291280.052399446),POINT (911295.5038657542 6289638.5852461485),0.003465670861956107,10000.0,0.2
862,POINT (910071.2753221977 6295165.320048776),POINT (918704.1462380926 6296371.601957193),0.0032833196747381883,10000.0,0.2
863,POINT (901057.6072460946 6290148.093151225),POINT (908565.4508693081 6292647.856712911),0.001211411698286771,10000.0,0.2
864,POINT (905374.2570435945 6282368.710258562),POINT (903837.0647230304 6279627.199445126),0.0010469839928536986,10000.0,0.2
865,POINT (907427.0449751532 6290734.885189138),POINT (907706.3702846225 6290587.277216073),0.0035405480319206446,10000.0,0.2
866,POINT (913452.350724737 6292386.892769435),POINT (915489.579011923 6290599.694697328),0.00256691620351221,10000.0,0.2
867,POINT (897944.6157741596 6299924.817125362),POINT (898773.2528550171 6301381.459818136),0.0010155969801162086,10000.0,0.2
868,POINT (908459.9562452079 6292757.311678093),POINT (911931.9545336693 6296636.315387012),0.004212542843213038,10000.0,0.2
869,POINT (908792.0997364034 6272504.144790206),POINT (904529.1831966075 6280193.623866347),0.0009286422511159293,10000.0,0.2
870,POINT (909758.7524022777 6281639.946533238),POINT (908213.1319208569 6279149.1310264915),0.0015975002650553813,10000.0,0.2
871,POINT (896082.5720460094 6270185.841722082),POINT (900314.9878230457 6271664.105446821),0.0001249111582147021,10000.0,0.2
872,POINT (896692.9338496425 6301104.685759598),POINT (914574.6215518964 6297566.490735693),0.0010919735814408915,10000.0,0.2
873,POINT (895439.1182572427 6287120.65625908),POINT (904340.1682768096 6295288.746785931),0.0012397508550185002,10000.0,0.2
874,POINT (904177.0562004703 6298545.648804875),POINT (895608.1101532617 6288475.337821854),0.000546906512756372,10000.0,0.2
875,POINT (909071.7330552838 6291605.589300301),POINT (908541.1695863863 6293771.123956801),0.0042423036122508926,10000.0,0.2
876,POINT (908213.2967157715 6289614.2062916625),POINT (909853.220866191 6289084.31820279),0.0034278934444506876,10000.0,0.2
877,POINT (910071.0839295369 6292773.044377724),POINT (915282.210639763 6297392.159282049),0.004338959744237725,10000.0,0.2
878,POINT (902023.4422956845 6297574.815593481),POINT (904788.4345776206 6297265.132941211),0.0005767018366843237,10000.0,0.2
879,POINT (910556.2687855107 6294095.181336949),POINT (912241.8681129823 6294577.789293941),0.004288166441779258,10000.0,0.2
880,POINT (903675.0074691831 6298809.42562273),POINT (895230.8628361607 6285950.849905759),0.0005332701091192251,10000.0,0.2
881,POINT (907388.7138081843 6292579.420640934),POINT (910709.582197716 6294949.3171748165),0.003478937590774924,10000.0,0.2
882,POINT (909271.5194335377 6293024.979350613),POINT (909918.2839733621 6296732.0498666),0.004437732084075989,10000.0,0.2
883,POINT (903642.1769642811 6290308.620861692),POINT (912405.7322659777 6294623.011237863),0.0026901413259857567,10000.0,0.2
884,POINT (911693.2599382678 6271376.74554352),POINT (905047.6081041552 6291550.3154649),0.0006504294540435574,10000.0,0.2
885,POINT (899212.5671744971 6289752.159818819),POINT (892554.3796122374 6282759.519299058),0.0008108419318712334,10000.0,0.2
886,POINT (898890.8424620605 6285349.104641318),POINT (892510.7605418242 6286178.5944595765),0.0006510851656452439,10000.0,0.2
887,POINT (911071.1400610361 6297450.691447483),POINT (912362.3868141777 6297037.441893514),0.001956777533431765,10000.0,0.2
888,POINT (897222.6735663919 6285290.206358217),POINT (898238.5151176916 6284428.2108770795),0.0008829574119973984,10000.0,0.2
889,POINT (908753.1708587424 6283957.545974869),POINT (908981.4604155023 6286247.785386848),0.0016197060328369045,10000.0,0.2
890,POINT (904420.9867755147 6282899.072704863),POINT (905975.5290740079 6270981.978959672),0.0013015158000109174,10000.0,0.2
891,POINT (910220.4744007979 6293974.1012678165),POINT (912285.423504624 6295389.115290597),0.004260593748929843,10000.0,0.2
892,POINT (899236.9766025938 6289743.222598348),POINT (892663.9971337772 6286469.189365469),0.0008133945213134664,10000.0,0.2
893,POINT (910321.8584527115 6280595.283586392),POINT (890429.394043064 6279376.419902971),0.001524697986477938,10000.0,0.2
894,POINT (914187.2704070468 6296636.508855111),POINT (902797.5577729357 6283562.069002072),0.0027662784584460464,10000.0,0.2
895,POINT (910316.6365644296 6273951.94024124),POINT (908125.2084736183 6272296.533310348),0.0015397558689156953,10000.0,0.2
896,POINT (900187.1415211359 6279216.791649148),POINT (900191.4504477581 6279189.451142775),0.0005275071892401884,10000.0,0.2
897,POINT (910674.1241050714 6280574.859213423),POINT (911303.6710910688 6280082.264104594),0.0015861047292858113,10000.0,0.2
898,POINT (903207.3645566714 6285510.489539327),POINT (907484.7645391154 6293333.974263886),0.0016551522213225328,10000.0,0.2
899,POINT (902670.2349449319 6290640.773911132),POINT (904487.1707650374 6296163.744476387),0.0020345984641422076,10000.0,0.2
900,POINT (910885.6378438557 6293220.170918476),POINT (907694.7987169295 6292134.758368198),0.004240064113180688,10000.0,0.2
901,POINT (898608.549971621 6285738.691672835),POINT (896991.1634217281 6285294.585232891),0.0006312136440938698,10000.0,0.2
902,POINT (909358.763918353 6280562.315516645),POINT (912617.6593486157 6280018.613701083),0.0014113096882696669,10000.0,0.2
903,POINT (912940.6799961429 6280458.49541123),POINT (912526.2329864473 6280753.978539198),0.0012089818357104607,10000.0,0.2
904,POINT (898408.2900892126 6301239.479145804),POINT (898269.8335395087 6300892.799066937),0.0008255154020336686,10000.0,0.2
905,POINT (914411.0753907978 6296687.30662637),POINT (911843.8123693302 6295986.623880043),0.002646076220097281,10000.0,0.2
906,POINT (910520.5417483466 6273166.398625216),POINT (911014.196006249 6272897.385435885),0.0015369150703097795,10000.0,0.2
907,POINT (910537.5358222602 6292187.638881722),POINT (912302.7748288228 6294702.718454174),0.003921476651293786,10000.0,0.2
908,POINT (918519.5952174568 6296720.471541888),POINT (917293.5773302566 6295260.831694481),0.000718620440084109,10000.0,0.2
909,POINT (897697.3249466845 6298089.505486853),POINT (904150.2451634114 6285770.952027679),0.0006024668972709827,10000.0,0.2
910,POINT (913234.9516115217 6291168.642682126),POINT (912447.8434838953 6289929.166625693),0.002417735766467194,10000.0,0.2
911,POINT (906704.7968202424 6292065.067443371),POINT (911702.6718561207 6289916.079212307),0.0033107635141845205,10000.0,0.2
912,POINT (909289.3241857649 6287526.947312873),POINT (907418.2405745474 6291452.855715663),0.002002171333572034,10000.0,0.2
913,POINT (908375.4507565183 6278981.670329949),POINT (909018.0265686474 6278873.15233985),0.0010380129602994166,10000.0,0.2
914,POINT (903825.9919186877 6291590.859526347),POINT (903117.8708616993 6289435.403005514),0.0030246065503709125,10000.0,0.2
915,POINT (901326.5876109719 6300452.532204293),POINT (906800.5416227863 6292598.374515805),0.0005862220599758116,10000.0,0.2
916,POINT (911166.8995387065 6292139.708643304),POINT (909405.2411883165 6293107.05939183),0.0036130344247775966,10000.0,0.2
917,POINT (899214.6076783005 6289750.0351014435),POINT (905401.1098708542 6281916.616755162),0.0008109957996417914,10000.0,0.2
918,POINT (910611.1156302311 6272037.714197569),POINT (915710.1044866279 6272106.267178977),0.0012662676832621606,10000.0,0.2
919,POINT (915203.0333551888 6297272.292201726),POINT (918583.4187448778 6298807.262200521),0.0019823764605607108,10000.0,0.2
920,POINT (901696.5068948918 6291870.028979203),POINT (908593.9362086505 6282907.110718517),0.0012066342436056925,10000.0,0.2
921,POINT (904042.6502732966 6291224.131557655),POINT (903762.6859818026 6297087.070358958),0.0032542412335820133,10000.0,0.2
922,POINT (898568.8125244142 6274541.804530703),POINT (910665.2397546119 6271601.556702953),0.0013716553815307983,10000.0,0.2
923,POINT (909959.2728910457 6277425.209757302),POINT (894910.6815413381 6283395.484935721),0.0011954783691145543,10000.0,0.2
924,POINT (910538.1858319644 6291538.346810885),POINT (911370.8671982578 6276234.423572237),0.0036454185979572923,10000.0,0.2
